,SMILES,DOI,InChI_Key, construction, architecture, complement, HOMO_exp, LUMO_exp, electrochemical_gap_exp, optical_gap_exp, V_OC_exp, J_SC_exp, fill_factor_exp,HOMO_comp,LUMO_comp,electrochemical_gap_comp,optical_gap_comp,PCE_comp,V_OC_comp,J_SC_comp,fill_factor_comp,mol_obj,PCE_exp
67,CC1(C)c2ccsc2-c2sc(-c3c4nsnc4cc(F)c3F)cc21,10.1038/ncomms2411,MOYSXDKPYROKGI-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.34,-3.52,1.82,1.51,0.85,12.6,52.0,-0.682525860295217,-0.78140774242434,0.587998015907488,0.523874500451924,0.745575353476349,0.672774541643912,0.847094813365266,-0.0929300250944728,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E0A50>,5.6
284,Cc1csc(-c2nnc(-c3cc(C)c(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)nn2)c1,10.1039/c0cc02766a,VONMCJGTSJVZLE-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.29,-3.67,1.62,1.65,0.79,10.1,52.5,-0.661878802393165,-0.874938124502685,0.373196280091074,0.684546285803865,0.152854654452477,0.350119323270583,0.306698224203261,-0.0606025222662305,<rdkit.Chem.rdchem.Mol object at 0x00000227A3CBF2E0>,4.2
165,COc1ccc(C#Cc2ccc(C#Cc3ccc(-c4ccc(-c5ccc(C#Cc6ccc(C#Cc7ccc(OC)c(OC)c7)cc6)s5)c5nsnc54)s3)cc2)cc1OC,10.1016/j.solmat.2010.07.017,GINORPFNOYSJFX-UHFFFAOYSA-N,molecule,bulk,PC61BM,-5.47,-3.56,1.91,1.9,0.74,0.69,27.0,-0.736208210840554,-0.806349177645232,0.684658797024875,0.971460188218046,-1.56603537271675,0.0812399746261409,-1.72735453740253,-1.70930516650659,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D8C10>,0.14
125,COc1c(OC)c(-c2ccc(-c3ccc4c(c3)[Si](C)(C)c3ccccc3-4)s2)c2nsnc2c1-c1cccs1,10.1002/pola.24870,VUYAWANRJWKQBR-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.44,-3.51,1.93,1.98,0.91,11.5,58.0,-0.723819976099323,-0.775172383619117,0.706138970606516,1.06327263699058,0.936092721019736,0.995429760017242,0.609320314133984,0.295000008844435,<rdkit.Chem.rdchem.Mol object at 0x00000227A3CA8C80>,6.05
146,COc1c2ccsc2c(OC)c2cc(-c3sc(C4=S=Cc5ccccc54)c4ccccc43)sc21,10.1021/jp208775x,XNFPVSRULLZEEV-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.1,-3.8,1.3,1.3,0.27,1.04,25.0,-0.583419982365364,-0.955997788970584,0.0295135027848108,0.282866822424012,-1.59567140766794,-2.44622590263161,-1.65169901491985,-1.83861517781956,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E2350>,0.07
198,C[Si]1(C)c2ccsc2-c2sc(-c3cccc4nonc43)cc21,10.1002/adma.200903677,OBKDBGMXRFTYCH-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.5,-3.7,1.8,,0.68,13.7,58.0,-0.748596445581786,-0.893644200918354,0.566517842325847,-1.20908547012973,0.66090096790151,-0.241415243747189,1.08486931259655,0.295000008844435,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D2C80>,5.4
86,CN1C(=O)C2=C(c3ccc(C#Cc4cc5ccccc5c5ccccc45)s3)N(C)C(=O)C2=C1c1ccc(C#Cc2cc3ccccc3c3ccccc23)s1,10.1016/j.solmat.2011.05.006,GLMLTFFVEQWVKE-UHFFFAOYSA-N,molecule,bulk,PC71BM,-5.17,-3.51,1.66,1.61,0.77,3.92,57.0,-0.612325863428238,-0.775172383619117,0.416156627254357,0.638640061417596,-0.897107726675523,0.242567583812806,-1.02916214420522,0.23034500318795,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CC6D0>,1.72
300,Cc1nc2c3ccsc3c3sc(-c4ccc(-c5cnc(C6=S=CC=C6)c6nsnc65)s4)cc3c2nc1C,10.1002/anie.201003357,DCULVCLNXVLJRJ-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.5,-3.44,2.06,,0.75,13.49,55.1,-0.748596445581786,-0.731524871982555,0.845760098887185,-1.20908547012973,0.732874195640123,0.135015844355029,1.03947599910694,0.10750049244063,<rdkit.Chem.rdchem.Mol object at 0x00000227A836D7B0>,5.57
173,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(C=C(C#N)C(=O)O)o3)cc2)cc1,10.1039/B908802D,STILBYNGBYWSQD-IKPAITLHSA-N,molecule,DSSC,TiO2,,,,,0.794,12.08,74.8,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,1.41026928023883,0.371629671162138,0.734692322819569,1.38120410387338,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CBDD0>,7.17
301,Cn1c(-c2ccc(-c3cccc4nsnc43)s2)ccc1C1=S=CC=C1,10.1021/ar900061z,ZHTDMEVTKJZJMB-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.5,-3.73,1.77,1.6,0.72,3.1,37.0,-0.748596445581786,-0.912350277334023,0.534297581953385,0.627163505321029,-1.20193551474494,-0.0263117648316358,-1.20641222545035,-1.06275510994174,<rdkit.Chem.rdchem.Mol object at 0x00000227A836D890>,1.0
290,Cc1csc(C=Cc2cccc3nsnc32)c1C,none,,,,,,,,,,,,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.62530744261914,-3.89817438531159,-1.87650399601124,-3.45499031923167,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E19E0>,
291,Cc1nc(-c2nc(C)c(-c3ccc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)s2)sc1-c1cccs1,10.1002/adma.201200721,LXOCPBPCMCHUFZ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.18,-3.09,2.09,1.85,0.68,7.85,53.5,-0.616455275008649,-0.513287313799749,0.877980359259647,0.91407740773521,-0.414463728898942,-0.241415243747189,-0.179658706042544,0.0040524833902541,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E1D60>,2.86
185,COc1cccc(-c2nc3cccc(-c4cccs4)c3nc2-c2cccc(OC)c2)c1,10.1002/adma.201002225,ALUKCEWJMVMFOY-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.7,-3.3,2.4,,0.91,9.4,68.0,-0.831184677189997,-0.644229848709433,1.21092304977509,-1.20908547012973,0.830249739051187,0.995429760017242,0.1553871792379,0.941550065409281,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CB900>,5.8
281,Cc1csc(-c2cccc3nsnc32)c1C,none,,,,,,,,,,,,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.62530744261914,-3.89817438531159,-1.87650399601124,-3.45499031923167,<rdkit.Chem.rdchem.Mol object at 0x00000227A3CBF6D0>,
234,Cc1ccc(-c2c3sc4cc(-c5scc6cc(S(C)(=O)=O)sc65)sc4c3c(-c3ccc(C)s3)c3sc4ccsc4c32)s1,10.1021/ar5000743,RKLYNKKJNRQNTE-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.21,,,1.59,0.73,16.63,64.13,-0.62884350974988,1.41343855701417,-1.36669778002188,0.615686949224462,1.67275987552083,0.0274641048972525,1.71821411509442,0.691335193518685,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D9DD0>,7.79
248,Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3ccc(-c5ccc(-c6cccs6)c6nsnc65)s3)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,10.1021/ar900061z,COJIKJOAEDHYBT-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.43,-3.66,1.77,1.7,0.8,10.1,53.0,-0.719690564518912,-0.868702765697462,0.534297581953385,0.741929066286701,0.186724408682413,0.403895192999471,0.306698224203261,-0.0282750194379882,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D9890>,4.28
129,COc1c2cc(-c3cc4c(s3)-c3sc(-c5nc6sc(-c7cc8c(s7)-c7sccc7[Si]8(C)C)nc6s5)cc3[Si]4(C)C)sc2c(OC)c2ccsc21,10.1021/ma201054a,RSPLWFIGVUAAIS-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.4,-3.6,1.8,1.77,0.69,11.6,66.0,-0.707302329777681,-0.831290612866124,0.566517842325847,0.822264958962672,0.61856377511409,-0.187639374018301,0.630936177700464,0.812240054096312,<rdkit.Chem.rdchem.Mol object at 0x00000227A3CA8EB0>,5.3
38,CC1(C)c2cc(-c3ccc(C=C(C#N)C(=O)O)s3)ccc2-c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc43)cc21,10.1039/B908802D,YOVVKNWFLNLSFC-WGPBWIAQSA-N,molecule,DSSC,TiO2,,,,,0.57,7.59,67.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-0.401762571062717,-0.83294981076496,-0.235859951315392,0.876895059752797,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CD0B0>,2.89
11,C=Cc1cc(OC)c(C=Cc2ccc(N(c3ccccc3)c3ccc(C=C(C#N)c4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1OC,10.1021/ma100943t,BXWZTSDIKYVFBE-OGVDJYGPSA-N,polymer,bulk,PC61BM,-5.2,-3.45,1.75,1.68,0.87,8.35,56.0,-0.62471409816947,-0.737760230787779,0.512817408371743,0.718975954093567,0.09358258455009,0.780326281101689,-0.0715793882101427,0.165689997531466,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DA820>,4.06
231,Cc1ccc(-c2c3ccsc3c(-c3ccc(C)s3)c3cc(-c4ccc(-c5nc6sc(-c7cccs7)nc6s5)s4)sc32)s1,10.1002/adma.201200721,XDKAKYCIDMOBTP-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.3,-3.2,2.1,2.0,0.85,10.4,59.0,-0.666008213973575,-0.581876260657203,0.888720446050468,1.08622574918372,0.584694020884155,0.672774541643912,0.371545814902702,0.35965501450092,<rdkit.Chem.rdchem.Mol object at 0x00000227A3C946D0>,5.22
350,N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)cc2)s1,10.1021/ja058178e,TYQGFNYYJCGQNN-FOCLMDBBSA-N,molecule,bilayer,PC61BM,,,,,0.89,3.65,36.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.12996228700633,0.887878020559465,-1.08752497583471,-1.12741011559823,<rdkit.Chem.rdchem.Mol object at 0x00000227A839A430>,1.17
112,COC(=O)c1cc2csc(-c3cccs3)c2s1,10.1039/C1EE01072G,KOPQXKJVGXFJKD-UHFFFAOYSA-N,polymer,bulk,PC61BM,-4.76,-3.26,1.5,1.22,,,,-0.443019988631406,-0.619288413488541,0.244315238601225,0.191054373651475,-1.20193551474494,-3.89817438531159,-1.87650399601124,-3.45499031923167,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D5B30>,1.0
179,COc1ccc(N(c2ccc(OC)cc2)c2ccc3c(c2)C(C)(C)c2c-3c3c(c4c2-c2ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc2C4(C)C)-c2ccc(-c4ccc(C=C(C#N)C(=O)O)s4)cc2C3(C)C)cc1,10.1039/B908802D,ZDBFTZQWMHRYHE-VSMFVEQNSA-N,molecule,DSSC,TiO2,,,,,0.752,6.86,70.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-0.0969347829932971,0.145771018300807,-0.393655755350698,1.07086007672225,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CB4A0>,3.61
229,Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(C)C(c7cccs7)=C6C(=O)N5C)s4)sc3c(-c3ccc(C)cc3)c3ccsc32)cc1,10.1021/ar5000743,ZZGDLIMBMUISKD-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.35,,,1.46,0.76,13.6,60.0,-0.686655271875628,1.41343855701417,-1.36669778002188,0.466491719969088,0.999598510200865,0.188791714083918,1.06325344903007,0.424310020157404,<rdkit.Chem.rdchem.Mol object at 0x00000227A3C94B30>,6.2
220,Cc1cc(C=C2C(=O)c3ccccc3C2=O)sc1-c1cc(C)c(-c2ccc(-c3sc(C4=S=C(C=C5C(=O)c6ccccc6C5=O)C=C4C)cc3C)s2)s1,10.1021/ar400088c,ABZDCSBYXUGYFS-UHFFFAOYSA-N,molecule,bulk,PC61BM,-5.11,-3.36,1.75,1.56,0.78,8.13,63.0,-0.587549393945775,-0.681642001540771,0.512817408371743,0.58125728093476,0.0681802688776386,0.296343453541694,-0.119134288056399,0.618275037126858,<rdkit.Chem.rdchem.Mol object at 0x00000227A3C94AC0>,4.0
117,COC(=O)c1sc2csc(-c3cc4c(s3)c(OC)c3ccsc3c4OC)c2c1F,10.1021/ja108601g,AFEMPLXXLSJBFN-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.15,-3.31,1.84,1.68,0.74,14.1,68.9,-0.604067040267417,-0.650465207514656,0.60947818948913,0.718975954093567,1.42297043807506,0.0812399746261409,1.17133276686247,0.999739570500118,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D5890>,7.2
328,Cn1c2ccccc2c2ccccc21,10.1039/C1EE01072G,IHHPPQQMICATBQ-UHFFFAOYSA-N,polymer,bulk,PDI,,,,,0.71,0.26,37.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.37128428589462,-0.0800876345605242,-1.82030275073839,-1.06275510994174,<rdkit.Chem.rdchem.Mol object at 0x00000227A839C0B0>,0.6
342,N#CC(=Cc1ccc(C=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,10.1039/B908802D,ZHVRDRJNBRQRPJ-XKMRCYARSA-N,molecule,DSSC,TiO2,,,,,0.695,11.0,71.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,0.673602125737736,-0.160751439153857,0.501240996301583,1.13551508237874,<rdkit.Chem.rdchem.Mol object at 0x00000227A839CCF0>,5.43
338,N#CC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc32)s1)C(=O)O,10.1039/B908802D,RYOLCULWHQVBHR-ZBJSNUHESA-N,molecule,DSSC,TiO2,,,,,0.546,10.44,66.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-0.029195274533426,-0.962011898114292,0.380192160329294,0.812240054096312,<rdkit.Chem.rdchem.Mol object at 0x00000227A839C970>,3.77
322,Cn1c2ccccc2c2ccc(-c3ccc(-c4cnc(-c5cccs5)c5nonc54)s3)cc21,10.1039/C1EE01072G,GAGSPCGFSPILSH-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.55,-3.93,1.62,1.67,0.85,1.4,60.0,-0.769243503483839,-1.03705745343848,0.373196280091074,0.707499397996999,-1.28660990031978,0.672774541643912,-1.57388190608052,0.424310020157404,<rdkit.Chem.rdchem.Mol object at 0x00000227A8373B30>,0.8
164,COc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OC)c(OC)c5)s4)c4nsnc43)s2)cc1OC,10.1016/j.solmat.2010.07.017,CEXIAXODYIAEJE-UHFFFAOYSA-N,molecule,bulk,PC61BM,-5.37,-3.45,1.92,1.9,0.88,2.2,34.0,-0.694914095036449,-0.737760230787779,0.695398883815695,0.971460188218046,-1.34588197022217,0.834102150830577,-1.40095499754868,-1.2567201269112,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D8970>,0.66
287,Cc1csc(-c2sc(-c3nc4cc5sc(-c6cc(C)c(-c7cc(C)cs7)s6)nc5cc4s3)cc2C)c1,10.1002/adma.201200721,SSJXXAWUFYXKCK-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.4,-2.8,2.6,2.2,0.53,3.52,33.0,-0.707302329777681,-0.332461908448281,1.4257247855915,1.31575687111506,-1.36705056661588,-1.04805328968051,-1.11562559847114,-1.32137513256768,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E1C80>,0.61
310,Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc2c(c1)C(C)(C)c1cc(N(c3ccccc3)c3ccccc3)ccc1-2,10.1021/jp801036s,OTCULOQKTBEVLJ-RMLRFSFXSA-N,molecule,DSSC,TiO2,-5.14,-2.92,2.22,,0.61,18.14,56.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,0.982663633085897,-0.617846331849407,2.04461365494827,0.165689997531466,<rdkit.Chem.rdchem.Mol object at 0x00000227A83730B0>,6.16
154,COc1c2sccc2c2cc(-c3ccc(-c4sc(-c5nc(C)c(-c6cccs6)s5)nc4C)s3)sc2c1OC,10.1002/adma.201200721,IATQERFZXVQCLU-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.16,-2.82,2.34,2.01,0.88,5.2,61.3,-0.608196451847828,-0.344932626058727,1.14648252903017,1.09770230528028,-0.435632325292652,0.834102150830577,-0.752479090554269,0.508361527510834,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E20B0>,2.81
320,Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(C5=C(c6ccccc6)C(c6ccccc6)=C(c6ccc(-c7cccs7)s6)[Si]5(C)C)s4)s3)cc21,10.1021/ar900061z,LZAUYQACJPMHMN-UHFFFAOYSA-N,polymer,bulk,PC61BM,,,,2.0,0.75,4.68,44.5,1.52257992364401,1.41343855701417,-1.36669778002188,1.08622574918372,-0.986015831529104,0.135015844355029,-0.864881581099966,-0.577842567518108,<rdkit.Chem.rdchem.Mol object at 0x00000227A8373970>,1.51
2,C#Cc1cc2c(s1)c1sc(C#Cc3cccc4nsnc43)cc1n2C,10.1016/j.solmat.2010.05.042,PYCWTXWPHGVYQW-UHFFFAOYSA-N,polymer,bulk,PC61BM,,,,,0.72,4.97,39.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.03258674359527,-0.0263117648316358,-0.802195576757174,-0.933445098628773,<rdkit.Chem.rdchem.Mol object at 0x00000227A3DCA900>,1.4
115,COC(=O)c1sc2c(-c3ccc(-c4cc5c(s4)c(-c4ccc(OC)cc4)c4ccsc4c5-c4ccc(OC)cc4)s3)sc(-c3cccs3)c2c1F,10.1021/ar5000743,HJNLNMMJXKNRJP-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.17,-3.14,2.03,1.7,0.78,13.4,71.8,-0.612325863428238,-0.544464107825865,0.813539838514723,0.741929066286701,1.54998201643732,0.296343453541694,1.02002172189711,1.18723908690392,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D5350>,7.5
197,C[Si]1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(C5=C(c6ccccc6)C(c6ccccc6)=C(c6ccc(-c7cccs7)s6)[Si]5(C)C)s4)s3)cc21,10.1021/ar900061z,XWUZXZBZSIFMOH-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.13,,,1.99,0.75,4.55,39.0,-0.595808217106596,1.41343855701417,-1.36669778002188,1.07474919308715,-1.06222277854646,0.135015844355029,-0.89298220373639,-0.933445098628773,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D2E40>,1.33
199,C[Si]1(C)c2ccsc2-c2sc(-c3cccc4nsnc43)cc21,10.1038/nchem.403,MNYSRSPUXDLTPW-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.33,-3.6,1.7,1.37,0.57,17.3,61.0,-0.678396448714807,-0.831290612866124,0.45911697441764,0.363202715099983,0.872586931838607,-0.83294981076496,1.86304040098984,0.488965025813889,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D2200>,5.9
242,Cc1ccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c7ccccc7n(C)c6c5)s4)c3nc2-c2ccc(C)s2)s1,10.1021/ma1027164,SVJIBWWSPZQEFO-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.23,-3.33,1.9,,0.88,6.6,53.0,-0.637102332910702,-0.662935925125102,0.673918710234054,-1.20908547012973,-0.143505695059458,0.834102150830577,-0.449857000623546,-0.0282750194379882,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D9C10>,3.5
120,COCc1sc2c(csc2-c2cc3c(s2)c(OC)c2ccsc2c3OC)c1F,10.1039/b9py00325h,WUSIKLUHMPSPLR-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.2,-3.5,1.7,1.6,0.76,15.2,67.0,-0.62471409816947,-0.768937024813894,0.45911697441764,0.627163505321029,1.64735755984838,0.188791714083918,1.40910726609375,0.876895059752797,<rdkit.Chem.rdchem.Mol object at 0x00000227A3CA8F90>,7.73
274,Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(s4)c(-c4cc(C)c(C)s4)c4ccsc4c5-c4cc(C)c(C)s4)s3)c3nsnc32)c1,10.1021/ja201131h,AFAYCDMJRMPZNY-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.26,-3.1,2.16,1.73,1.0,5.8,34.6,-0.649490567651933,-0.519522672604972,0.953160966795393,0.776358734576403,-0.731992674804588,1.47941258757724,-0.622783909155388,-1.21792712351731,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D32E0>,2.11
203,Cc1c2cc(-c3ccc(-c4c5nn(C)nc5c(-c5cccs5)c(F)c4F)s3)sc2c(C)c2ccsc21,10.1021/ja1112595,NRENMWGBFPRKOQ-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.36,-3.05,2.31,2.0,0.79,11.83,72.9,-0.690784683456039,-0.488345878578857,1.1142622686577,1.08622574918372,1.25785538620412,0.350119323270583,0.680652663903369,1.25835959312606,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D2AC0>,6.81
307,Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc2c(c1)C(C)(C)c1cc(N(c3ccccc3)c3cccc4ccccc43)ccc1-2,10.1039/B908802D,LZHJTRGIVRHOSZ-UHFFFAOYSA-N,molecule,DSSC,TiO2,,,,,0.64,16.79,58.0,-0.604067040267417,-0.413521572916181,1.01760148754032,-1.20908547012973,0.991131071643381,-0.456518722662742,1.75279949680079,0.295000008844435,<rdkit.Chem.rdchem.Mol object at 0x00000227A836DDD0>,6.18
127,COc1c2cc(-c3cc(C)c(-c4ccc(-c5sc(C=C6SC(=S)N(C)C6=O)cc5C)s4)s3)sc2c(OC)c2cc(-c3cc(C)c(-c4ccc(-c5sc(C=C6SC(=S)N(C)C6=O)cc5C)s4)s3)sc21,10.1021/ar400088c,GYXKSYCDURPZMP-KDNYMMEOSA-N,molecule,bulk,PC71BM,-5.02,-3.27,1.75,1.74,0.93,11.4,65.3,-0.55038468972208,-0.625523772293764,0.512817408371743,0.78783529067297,1.30442629827028,1.10298149947502,0.587704450567504,0.766981550136773,<rdkit.Chem.rdchem.Mol object at 0x00000227A3CA8970>,6.92
74,CN1C(=O)C2=C(c3cc4sccc4s3)N(C)C(=O)C2=C1c1cc2sccc2s1,10.1021/ja110619k,NGJDBDVVAKUKRY-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.04,-3.76,1.28,,0.57,8.9,59.0,-0.558643512882901,-0.931056353749692,0.0080333292031693,-1.20908547012973,-0.355191658996555,-0.83294981076496,0.0473078614054986,0.35965501450092,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CCB30>,3.0
288,Cc1csc(C#Cc2cccc3nsnc32)c1C,none,,,,,,,,,,,,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.62530744261914,-3.89817438531159,-1.87650399601124,-3.45499031923167,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E1AC0>,
29,CC1(C)Oc2cc(-c3c4nsnc4cc(F)c3F)sc2-c2sccc21,10.1038/ncomms2411,ZMDVTFUZZZZBFD-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.26,-3.61,1.65,1.38,1.51,9.8,69.2,-0.649490567651933,-0.837525971671347,0.405416540463536,0.37467927119655,2.69308622169764,4.22198194375054,0.241850633503821,1.01913607219706,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CD6D0>,10.2
83,CN1C(=O)C2=C(c3ccc(-c4ccco4)o3)N(C)C(=O)C2=C1c1ccco1,10.1021/ja108115y,VOBBTKHEMVIONV-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.5,-3.8,1.7,1.35,,,,-0.748596445581786,-0.955997788970584,0.45911697441764,0.340249602906849,0.110517461665058,-3.89817438531159,-1.87650399601124,-3.45499031923167,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CC890>,4.1
295,Cc1nc(-c2nc(C)c(-c3ccc(C4=S=C5c6cc7c(cc6C(C)(C)C5=C4)-c4sccc4C7(C)C)s3)s2)sc1-c1cccs1,10.1002/adma.201200721,WLGCRYXWYMLODI-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.26,-2.8,2.46,2.0,0.9,7.43,41.4,-0.649490567651933,-0.332461908448281,1.27536357052001,1.08622574918372,-0.45256720240762,0.941653890288354,-0.270445333021761,-0.77827308505321,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E14A0>,2.77
107,COC(=O)c1cc2csc(-c3cc4c(s3)c(-c3ccc(C)s3)c3ccsc3c4-c3ccc(C)s3)c2s1,10.1002/anie.201103313,RNYJMGWQVBKURE-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.09,-3.22,1.87,1.58,0.68,14.59,62.6,-0.579290570784954,-0.594346978267649,0.641698449861592,0.604210393127895,1.00383222947961,-0.241415243747189,1.27725049833822,0.592413034864264,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D56D0>,6.21
209,Cc1cc(-c2cc(C)c(C3=S=CC=C3)s2)sc1-c1ccc(-c2cccc3nsnc32)s1,10.1002/adma.201003903,DSYDSCKKEZAORM-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.18,,,1.59,0.722,12.3,70.5,-0.616455275008649,1.41343855701417,-1.36669778002188,0.615686949224462,1.02500082587332,-0.0155565908858582,0.782247222665826,1.10318757955049,<rdkit.Chem.rdchem.Mol object at 0x00000227A5651740>,6.26
282,Cc1csc(-c2nc3sc(-c4cc(C)c(-c5cc6c(s5)-c5sccc5[Si]6(C)C)s4)nc3s2)c1,10.1039/c1cc13477a,XOLHPVCLORGWLP-UHFFFAOYSA-N,polymer,bulk,PC71BM,,,,1.76,0.73,11.25,71.6,1.52257992364401,1.41343855701417,-1.36669778002188,0.810788402866105,0.864119493281123,0.0274641048972525,0.555280655217783,1.17430808577263,<rdkit.Chem.rdchem.Mol object at 0x00000227A3CBF270>,5.88
133,COc1c2cc(-c3cccs3)sc2c(OC)c2ccsc21,10.1021/ar900061z,MTYPYNMHLDBKKJ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.05,-2.69,2.36,2.06,0.75,3.78,56.0,-0.562772924463312,-0.263872961590828,1.16796270261181,1.15508508576312,-0.952146077299169,0.135015844355029,-1.05942435319829,0.165689997531466,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CE9E0>,1.59
